longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,rooms_per_household,bedrooms_per_room,population_per_household,income_category,age_category
-118.0,34.15,43.0,2583.0,633.0,1544.0,617.0,2.5417,178300.0,INLAND,4.186385737439222,0.2450638792102207,2.5024311183144246,Low,Very Old
-118.01,34.15,32.0,6597.0,1579.0,3689.0,1459.0,3.2377,184100.0,INLAND,4.5215901302261825,0.23935122025162953,2.528444139821796,Medium,Old
-117.98,34.14,27.0,6341.0,1289.0,2899.0,1192.0,3.6336,235200.0,INLAND,5.319630872483222,0.20328023970982495,2.432046979865772,Medium,Moderately Old
-117.99,34.14,30.0,2346.0,,1988.0,474.0,2.5625,153000.0,INLAND,4.949367088607595,,4.194092827004219,Low,Old
-118.0,34.13,24.0,2584.0,520.0,1869.0,503.0,3.2841,167000.0,INLAND,5.137176938369781,0.20123839009287925,3.7157057654075545,Medium,Moderately Old
-118.0,34.14,31.0,1298.0,431.0,1131.0,425.0,1.0548,178100.0,INLAND,3.0541176470588236,0.3320493066255778,2.6611764705882353,Very Low,Old
-118.0,34.14,39.0,1302.0,303.0,800.0,291.0,3.2723,166900.0,INLAND,4.474226804123711,0.23271889400921658,2.7491408934707904,Medium,Very Old
-118.0,34.13,35.0,1005.0,224.0,742.0,221.0,3.5481,158100.0,INLAND,4.547511312217194,0.2228855721393035,3.3574660633484164,Medium,Old
-117.99,34.13,37.0,1568.0,371.0,1618.0,350.0,2.9605,129400.0,INLAND,4.48,0.23660714285714285,4.622857142857143,Low,Old
-117.99,34.12,37.0,1527.0,331.0,1504.0,324.0,3.2857,130100.0,INLAND,4.712962962962963,0.21676489849377864,4.6419753086419755,Medium,Old
-117.99,34.12,35.0,1040.0,231.0,1040.0,242.0,2.5395,139200.0,INLAND,4.297520661157025,0.2221153846153846,4.297520661157025,Low,Old
-118.0,34.12,37.0,1340.0,325.0,928.0,333.0,3.9219,175000.0,INLAND,4.024024024024024,0.24253731343283583,2.7867867867867866,Medium,Old
-118.0,34.12,42.0,870.0,170.0,546.0,164.0,4.625,173800.0,INLAND,5.304878048780488,0.19540229885057472,3.3292682926829267,High,Very Old
-118.01,34.13,38.0,3374.0,671.0,1906.0,640.0,4.0729,212300.0,INLAND,5.271875,0.1988737403675163,2.978125,Medium,Very Old
-118.01,34.12,43.0,1185.0,207.0,657.0,198.0,4.5491,214800.0,INLAND,5.984848484848484,0.17468354430379746,3.3181818181818183,High,Very Old
-118.01,34.12,32.0,1937.0,332.0,922.0,340.0,3.94,278400.0,INLAND,5.697058823529412,0.1713990707279298,2.711764705882353,Medium,Old
-118.01,34.11,32.0,1978.0,536.0,826.0,470.0,2.5114,212200.0,INLAND,4.208510638297873,0.27098078867542974,1.7574468085106383,Low,Old
-118.01,34.11,43.0,1858.0,345.0,1054.0,329.0,3.5625,211600.0,INLAND,5.64741641337386,0.18568353067814855,3.2036474164133737,Medium,Very Old
-118.01,34.11,36.0,1722.0,320.0,794.0,322.0,4.2132,212200.0,INLAND,5.3478260869565215,0.18583042973286876,2.4658385093167703,Medium,Old
-118.02,34.1,36.0,1928.0,361.0,1008.0,368.0,4.733,233700.0,INLAND,5.239130434782608,0.18724066390041494,2.739130434782609,High,Old
-118.02,34.1,36.0,452.0,80.0,248.0,83.0,1.9688,226000.0,INLAND,5.445783132530121,0.17699115044247787,2.9879518072289155,Low,Old
-118.02,34.11,39.0,1504.0,280.0,718.0,261.0,4.625,219000.0,INLAND,5.762452107279693,0.18617021276595744,2.7509578544061304,High,Very Old
-118.03,34.1,38.0,2301.0,416.0,1079.0,398.0,4.4236,233600.0,INLAND,5.78140703517588,0.1807909604519774,2.7110552763819094,Medium,Very Old
-118.03,34.1,30.0,2773.0,634.0,1376.0,540.0,2.7857,201700.0,INLAND,5.135185185185185,0.2286332491886044,2.5481481481481483,Low,Old
-118.03,34.1,31.0,2647.0,539.0,1473.0,520.0,3.94,223900.0,INLAND,5.0903846153846155,0.20362674726105023,2.832692307692308,Medium,Old
-118.03,34.1,32.0,2668.0,609.0,1512.0,541.0,2.9422,233100.0,INLAND,4.931608133086876,0.22826086956521738,2.7948243992606283,Low,Old
-118.03,34.11,38.0,2076.0,361.0,988.0,332.0,5.9175,416900.0,INLAND,6.253012048192771,0.17389210019267823,2.9759036144578315,High,Very Old
-118.04,34.11,44.0,773.0,120.0,405.0,121.0,5.0,447100.0,INLAND,6.3884297520661155,0.15523932729624837,3.347107438016529,High,Very Old
-118.04,34.11,37.0,1275.0,177.0,598.0,174.0,7.1885,500001.0,INLAND,7.327586206896552,0.1388235294117647,3.4367816091954024,Very High,Old
-118.05,34.11,42.0,3677.0,627.0,1779.0,622.0,5.1509,426500.0,INLAND,5.911575562700965,0.1705194451998912,2.860128617363344,High,Very Old
-118.04,34.13,39.0,2485.0,382.0,1072.0,342.0,6.0878,430200.0,INLAND,7.266081871345029,0.15372233400402416,3.134502923976608,Very High,Very Old
-118.04,34.12,39.0,2522.0,380.0,1113.0,357.0,5.2249,445200.0,INLAND,7.064425770308123,0.1506740681998414,3.1176470588235294,High,Very Old
-118.04,34.12,44.0,2007.0,288.0,921.0,307.0,6.5989,500001.0,INLAND,6.537459283387622,0.14349775784753363,3.0,Very High,Very Old
-118.04,34.12,30.0,2170.0,318.0,984.0,309.0,5.6916,500001.0,INLAND,7.022653721682848,0.14654377880184333,3.1844660194174756,High,Old
-118.05,34.12,20.0,5218.0,959.0,2302.0,850.0,3.55,476700.0,INLAND,6.138823529411765,0.18378689152932157,2.708235294117647,Medium,Moderately Old
-118.06,34.12,25.0,3891.0,848.0,1848.0,759.0,3.6639,248100.0,INLAND,5.126482213438735,0.21793883320483165,2.4347826086956523,Medium,Moderately Old
-118.06,34.12,34.0,2941.0,558.0,1660.0,576.0,4.5667,271500.0,INLAND,5.105902777777778,0.18973138388303298,2.8819444444444446,High,Old
-118.06,34.12,35.0,2053.0,369.0,1044.0,375.0,4.1875,275400.0,INLAND,5.474666666666667,0.1797369702873843,2.784,Medium,Old
-118.05,34.11,48.0,1410.0,304.0,677.0,274.0,3.2596,272400.0,INLAND,5.145985401459854,0.21560283687943263,2.4708029197080292,Medium,Very Old
-118.06,34.11,36.0,2178.0,485.0,914.0,412.0,2.7656,239500.0,INLAND,5.286407766990291,0.22268135904499542,2.2184466019417477,Low,Old
-118.06,34.11,39.0,2603.0,547.0,1196.0,487.0,3.0854,248700.0,INLAND,5.344969199178645,0.2101421436803688,2.455852156057495,Medium,Very Old
-118.04,34.1,39.0,2302.0,412.0,1590.0,406.0,4.8017,273800.0,INLAND,5.669950738916256,0.1789748045178106,3.916256157635468,High,Very Old
-118.05,34.1,36.0,1606.0,318.0,889.0,294.0,4.7931,272600.0,INLAND,5.462585034013605,0.1980074719800747,3.0238095238095237,High,Old
-118.06,34.1,38.0,3229.0,636.0,1599.0,609.0,3.8646,257100.0,<1H OCEAN,5.302134646962233,0.19696500464540107,2.625615763546798,Medium,Very Old
-118.06,34.1,42.0,1576.0,313.0,697.0,282.0,4.3523,283600.0,<1H OCEAN,5.588652482269503,0.19860406091370558,2.471631205673759,Medium,Very Old
-118.06,34.1,43.0,1833.0,355.0,786.0,334.0,3.5761,256700.0,<1H OCEAN,5.4880239520958085,0.19367157665030005,2.3532934131736525,Medium,Very Old
-118.06,34.1,38.0,2438.0,442.0,1308.0,461.0,3.6995,260100.0,<1H OCEAN,5.288503253796096,0.18129614438063987,2.8373101952277655,Medium,Very Old
-118.04,34.1,38.0,2317.0,451.0,1155.0,426.0,4.1488,235300.0,INLAND,5.438967136150235,0.19464825205006475,2.711267605633803,Medium,Very Old
-118.04,34.09,34.0,2597.0,461.0,1542.0,470.0,4.6211,248900.0,INLAND,5.525531914893617,0.17751251443973817,3.2808510638297874,High,Old
-118.05,34.1,30.0,2143.0,427.0,1107.0,416.0,4.2321,252200.0,INLAND,5.1514423076923075,0.1992533831077928,2.6610576923076925,Medium,Old
-118.05,34.1,42.0,2065.0,404.0,1313.0,402.0,4.0179,274300.0,INLAND,5.13681592039801,0.19564164648910412,3.2661691542288556,Medium,Very Old
-118.06,34.09,38.0,2036.0,388.0,1096.0,371.0,4.0625,262500.0,<1H OCEAN,5.487870619946092,0.1905697445972495,2.954177897574124,Medium,Very Old
-118.06,34.1,38.0,1960.0,330.0,874.0,308.0,4.8594,265900.0,<1H OCEAN,6.363636363636363,0.1683673469387755,2.8376623376623376,High,Very Old
-118.06,34.09,36.0,1239.0,238.0,717.0,237.0,3.244,258100.0,<1H OCEAN,5.227848101265823,0.192090395480226,3.0253164556962027,Medium,Old
-118.06,34.09,40.0,1975.0,389.0,1116.0,378.0,4.2898,251600.0,<1H OCEAN,5.224867724867725,0.1969620253164557,2.9523809523809526,Medium,Very Old
-118.07,34.09,40.0,1745.0,370.0,1293.0,357.0,2.5474,198100.0,<1H OCEAN,4.8879551820728295,0.21203438395415472,3.6218487394957983,Low,Very Old
-118.07,34.09,35.0,1224.0,267.0,887.0,276.0,4.0987,202400.0,<1H OCEAN,4.434782608695652,0.2181372549019608,3.213768115942029,Medium,Old
-118.08,34.09,33.0,2557.0,578.0,1715.0,530.0,2.9196,208800.0,<1H OCEAN,4.824528301886793,0.22604614782948768,3.2358490566037736,Low,Old
-118.08,34.09,34.0,1823.0,457.0,1485.0,401.0,3.7222,207200.0,<1H OCEAN,4.546134663341646,0.25068568294020843,3.7032418952618453,Medium,Old
-118.08,34.09,32.0,3214.0,718.0,2316.0,751.0,3.7066,206800.0,<1H OCEAN,4.279627163781624,0.22339763534536403,3.0838881491344874,Medium,Old
-118.04,34.09,34.0,2001.0,388.0,1461.0,397.0,3.8304,183000.0,INLAND,5.040302267002519,0.19390304847576212,3.6801007556675063,Medium,Old
-118.04,34.08,35.0,1148.0,258.0,975.0,253.0,4.037,173300.0,<1H OCEAN,4.537549407114624,0.22473867595818817,3.8537549407114624,Medium,Old
-118.04,34.09,32.0,1339.0,334.0,817.0,349.0,2.8333,186000.0,INLAND,3.836676217765043,0.24943988050784166,2.340974212034384,Low,Old
-118.05,34.09,23.0,602.0,135.0,409.0,123.0,3.5268,146400.0,<1H OCEAN,4.894308943089431,0.22425249169435216,3.3252032520325203,Medium,Moderately Old
-118.02,34.09,32.0,1747.0,399.0,1199.0,402.0,3.4286,191800.0,INLAND,4.345771144278607,0.22839152833428736,2.982587064676617,Medium,Old
-118.02,34.08,29.0,2741.0,667.0,2449.0,677.0,3.6944,175200.0,INLAND,4.048744460856721,0.24334184604159065,3.617429837518464,Medium,Moderately Old
-118.02,34.09,24.0,2080.0,514.0,1976.0,478.0,2.6917,170000.0,INLAND,4.351464435146443,0.24711538461538463,4.133891213389122,Low,Moderately Old
-118.03,34.09,29.0,1219.0,338.0,1152.0,323.0,2.8029,180900.0,INLAND,3.7739938080495357,0.27727645611156687,3.56656346749226,Low,Moderately Old
-118.03,34.08,32.0,1780.0,484.0,1732.0,454.0,2.4464,169600.0,INLAND,3.920704845814978,0.27191011235955054,3.814977973568282,Low,Old
-118.0,34.1,34.0,2249.0,460.0,1544.0,441.0,3.4005,176300.0,INLAND,5.099773242630386,0.20453534904401957,3.5011337868480727,Medium,Old
-118.01,34.09,29.0,3402.0,747.0,2331.0,690.0,3.6094,179200.0,INLAND,4.930434782608696,0.21957671957671956,3.378260869565217,Medium,Moderately Old
-118.01,34.1,27.0,2424.0,542.0,1713.0,557.0,3.8085,181400.0,INLAND,4.351885098743267,0.2235973597359736,3.0754039497307,Medium,Moderately Old
-118.01,34.1,35.0,2120.0,412.0,1375.0,405.0,3.4609,166300.0,INLAND,5.234567901234568,0.19433962264150945,3.3950617283950617,Medium,Old
-118.0,34.08,29.0,2003.0,401.0,1520.0,364.0,3.994,195300.0,INLAND,5.502747252747253,0.200199700449326,4.175824175824176,Medium,Moderately Old
-118.01,34.08,30.0,2281.0,522.0,1969.0,500.0,3.6531,166300.0,INLAND,4.562,0.22884699693117053,3.938,Medium,Old
-118.02,34.08,28.0,2769.0,631.0,2452.0,581.0,2.6071,175900.0,INLAND,4.76592082616179,0.22788010111953774,4.220309810671257,Low,Moderately Old
-118.01,34.08,35.0,1852.0,358.0,1414.0,347.0,4.275,173600.0,INLAND,5.337175792507205,0.19330453563714903,4.07492795389049,Medium,Old
-118.01,34.09,32.0,1613.0,361.0,1283.0,404.0,3.1944,181700.0,INLAND,3.992574257425743,0.22380657160570366,3.1757425742574257,Medium,Old
-118.0,34.08,23.0,1627.0,318.0,1279.0,289.0,4.6467,185100.0,INLAND,5.629757785467128,0.1954517516902274,4.42560553633218,High,Moderately Old
-118.02,34.08,31.0,2402.0,632.0,2830.0,603.0,2.3333,164200.0,INLAND,3.9834162520729683,0.2631140716069942,4.693200663349917,Low,Old
-118.03,34.08,37.0,775.0,179.0,726.0,183.0,3.25,159200.0,INLAND,4.2349726775956285,0.23096774193548386,3.9672131147540983,Medium,Old
-118.03,34.08,42.0,1597.0,373.0,1311.0,352.0,2.9688,162800.0,INLAND,4.536931818181818,0.23356293049467752,3.7244318181818183,Low,Very Old
-118.04,34.07,52.0,177.0,59.0,269.0,75.0,2.3611,131300.0,<1H OCEAN,2.36,0.3333333333333333,3.5866666666666664,Low,Very Old
-118.05,34.08,34.0,572.0,154.0,752.0,182.0,2.0433,138800.0,<1H OCEAN,3.142857142857143,0.2692307692307692,4.131868131868132,Low,Old
-118.05,34.08,25.0,4909.0,1422.0,4983.0,1293.0,2.7254,143500.0,<1H OCEAN,3.7965970610982214,0.2896720309635364,3.8538283062645013,Low,Moderately Old
-118.05,34.08,30.0,1572.0,427.0,1857.0,428.0,2.4914,159200.0,<1H OCEAN,3.6728971962616823,0.27162849872773537,4.338785046728972,Low,Old
-118.06,34.08,37.0,778.0,205.0,850.0,198.0,2.5119,180500.0,<1H OCEAN,3.9292929292929295,0.2634961439588689,4.292929292929293,Low,Old
-118.06,34.08,34.0,1197.0,260.0,942.0,245.0,3.4202,189100.0,<1H OCEAN,4.885714285714286,0.2172096908939014,3.8448979591836734,Medium,Old
-118.06,34.08,42.0,1988.0,402.0,1239.0,402.0,3.2569,201500.0,<1H OCEAN,4.945273631840796,0.2022132796780684,3.082089552238806,Medium,Very Old
-118.07,34.08,38.0,2462.0,553.0,1843.0,538.0,3.2312,211900.0,<1H OCEAN,4.5762081784386615,0.22461413484971568,3.425650557620818,Medium,Very Old
-118.07,34.07,19.0,1554.0,393.0,1427.0,370.0,3.125,207100.0,<1H OCEAN,4.2,0.2528957528957529,3.8567567567567567,Medium,Moderately Old
-118.07,34.08,37.0,1210.0,252.0,733.0,243.0,2.806,214600.0,<1H OCEAN,4.979423868312757,0.20826446280991737,3.016460905349794,Low,Old
-118.05,34.07,32.0,4492.0,1075.0,4119.0,1035.0,3.2373,183100.0,<1H OCEAN,4.340096618357488,0.23931433659839715,3.979710144927536,Medium,Old
-118.06,34.07,30.0,2308.0,674.0,3034.0,691.0,2.3929,184400.0,<1H OCEAN,3.340086830680174,0.2920277296360485,4.3907380607814765,Low,Old
-118.03,34.07,37.0,1091.0,269.0,905.0,242.0,3.1042,152000.0,<1H OCEAN,4.508264462809917,0.2465627864344638,3.739669421487603,Medium,Old
-118.03,34.06,36.0,1018.0,305.0,1307.0,292.0,2.1453,162100.0,<1H OCEAN,3.4863013698630136,0.29960707269155207,4.476027397260274,Low,Old
-118.04,34.07,39.0,1382.0,315.0,1090.0,308.0,3.8125,174000.0,<1H OCEAN,4.487012987012987,0.22793053545586106,3.538961038961039,Medium,Very Old
-118.04,34.07,39.0,2451.0,649.0,2536.0,648.0,2.3098,173100.0,<1H OCEAN,3.7824074074074074,0.2647898816809465,3.9135802469135803,Low,Very Old
-118.01,34.07,22.0,6311.0,1572.0,6666.0,1456.0,2.9334,182600.0,INLAND,4.334478021978022,0.24908889241007764,4.5782967032967035,Low,Moderately Old
-118.01,34.06,26.0,557.0,153.0,455.0,196.0,2.7721,155400.0,INLAND,2.8418367346938775,0.2746858168761221,2.3214285714285716,Low,Moderately Old
-118.01,34.07,24.0,5684.0,1485.0,6626.0,1481.0,2.2559,166800.0,INLAND,3.837947332883187,0.26125967628430685,4.474004051316678,Low,Moderately Old
-118.02,34.07,21.0,3245.0,959.0,3528.0,887.0,2.3236,156300.0,INLAND,3.6583990980834273,0.29553158705701077,3.9774520856820743,Low,Moderately Old
-118.03,34.06,31.0,1513.0,389.0,1396.0,364.0,2.4706,170600.0,<1H OCEAN,4.156593406593407,0.25710508922670194,3.8351648351648353,Low,Old
-118.03,34.06,24.0,2343.0,834.0,3537.0,824.0,2.1094,135200.0,<1H OCEAN,2.8434466019417477,0.3559539052496799,4.29247572815534,Low,Moderately Old
-118.03,34.06,27.0,2510.0,783.0,3481.0,726.0,2.4875,157800.0,<1H OCEAN,3.4573002754820936,0.31195219123505974,4.794765840220386,Low,Moderately Old
-118.04,34.06,31.0,957.0,295.0,1300.0,287.0,2.1383,153400.0,<1H OCEAN,3.3344947735191637,0.30825496342737724,4.529616724738676,Low,Old
-118.04,34.06,30.0,2019.0,551.0,2481.0,484.0,3.1875,154200.0,<1H OCEAN,4.171487603305785,0.27290737989103514,5.12603305785124,Medium,Old
-118.04,34.06,39.0,1258.0,245.0,988.0,228.0,3.2132,176100.0,<1H OCEAN,5.517543859649122,0.19475357710651828,4.333333333333333,Medium,Very Old
-118.05,34.06,32.0,2286.0,654.0,2991.0,655.0,2.1781,174500.0,<1H OCEAN,3.4900763358778626,0.28608923884514437,4.566412213740458,Low,Old
-118.05,34.06,45.0,531.0,164.0,722.0,166.0,2.1406,162500.0,<1H OCEAN,3.1987951807228914,0.3088512241054614,4.349397590361446,Low,Very Old
-118.05,34.06,25.0,1022.0,291.0,1570.0,297.0,3.023,142000.0,<1H OCEAN,3.441077441077441,0.2847358121330724,5.286195286195286,Medium,Moderately Old
-118.06,34.06,28.0,2127.0,625.0,3160.0,620.0,2.5763,173900.0,<1H OCEAN,3.4306451612903226,0.2938410907381288,5.096774193548387,Low,Moderately Old
-118.06,34.06,28.0,1778.0,605.0,2184.0,574.0,1.9189,165900.0,<1H OCEAN,3.097560975609756,0.34026996625421824,3.8048780487804876,Low,Moderately Old
-118.07,34.07,31.0,1370.0,284.0,1062.0,277.0,3.5156,199300.0,<1H OCEAN,4.945848375451264,0.2072992700729927,3.8339350180505414,Medium,Old
-118.08,34.07,32.0,4089.0,975.0,3775.0,955.0,3.29,205500.0,<1H OCEAN,4.281675392670157,0.2384446074834923,3.9528795811518322,Medium,Old
-118.07,34.06,34.0,2873.0,718.0,2758.0,699.0,2.5985,168600.0,<1H OCEAN,4.110157367668097,0.24991298294465716,3.9456366237482117,Low,Old
-118.04,34.05,32.0,1252.0,273.0,1337.0,263.0,2.6579,156800.0,<1H OCEAN,4.760456273764259,0.21805111821086262,5.083650190114068,Low,Old
-118.05,34.05,36.0,1084.0,202.0,920.0,199.0,3.7279,162200.0,<1H OCEAN,5.447236180904523,0.1863468634686347,4.623115577889447,Medium,Old
-118.06,34.04,28.0,1516.0,363.0,1011.0,344.0,2.6288,160300.0,<1H OCEAN,4.406976744186046,0.23944591029023746,2.938953488372093,Low,Moderately Old
-118.03,34.06,24.0,2469.0,731.0,3818.0,712.0,2.5445,151400.0,<1H OCEAN,3.467696629213483,0.29607128392061566,5.362359550561798,Low,Moderately Old
-118.04,34.05,34.0,1058.0,230.0,1043.0,229.0,3.0536,137500.0,<1H OCEAN,4.620087336244541,0.21739130434782608,4.554585152838428,Medium,Old
-118.04,34.04,35.0,1734.0,363.0,1527.0,344.0,3.0,160600.0,<1H OCEAN,5.040697674418604,0.2093425605536332,4.438953488372093,Low,Old
-118.04,34.04,32.0,1619.0,323.0,1492.0,342.0,3.5,165100.0,<1H OCEAN,4.733918128654971,0.19950586781964175,4.362573099415204,Medium,Old
-118.05,34.04,33.0,1348.0,,1098.0,257.0,4.2917,161200.0,<1H OCEAN,5.245136186770428,,4.272373540856031,Medium,Old
-118.06,34.03,36.0,21.0,7.0,21.0,9.0,2.375,175000.0,<1H OCEAN,2.3333333333333335,0.3333333333333333,2.3333333333333335,Low,Old
-118.02,34.06,26.0,2929.0,970.0,3792.0,817.0,2.2577,173800.0,<1H OCEAN,3.5850673194614444,0.3311710481392967,4.6413708690330475,Low,Moderately Old
-118.02,34.05,34.0,1610.0,513.0,2050.0,508.0,2.5562,156300.0,<1H OCEAN,3.1692913385826773,0.31863354037267083,4.035433070866142,Low,Old
-118.03,34.05,36.0,1359.0,317.0,1557.0,370.0,2.7955,157500.0,<1H OCEAN,3.672972972972973,0.2332597498160412,4.208108108108108,Low,Old
-118.03,34.05,36.0,1345.0,331.0,1511.0,309.0,3.5129,142300.0,<1H OCEAN,4.352750809061488,0.24609665427509295,4.889967637540453,Medium,Old
-118.01,34.05,31.0,1135.0,355.0,1717.0,368.0,2.1602,161700.0,<1H OCEAN,3.0842391304347827,0.31277533039647576,4.665760869565218,Low,Old
-118.02,34.05,28.0,991.0,255.0,1145.0,265.0,2.3611,167000.0,<1H OCEAN,3.739622641509434,0.25731584258324924,4.320754716981132,Low,Moderately Old
-118.02,34.05,33.0,2464.0,627.0,2932.0,568.0,3.0625,165800.0,<1H OCEAN,4.338028169014085,0.2544642857142857,5.161971830985915,Medium,Old
-118.02,34.04,28.0,6175.0,1449.0,5041.0,1408.0,2.8821,158100.0,<1H OCEAN,4.385653409090909,0.23465587044534414,3.5802556818181817,Low,Moderately Old
-118.09,34.18,34.0,3113.0,409.0,1139.0,418.0,10.2289,500001.0,INLAND,7.447368421052632,0.13138451654352715,2.72488038277512,Very High,Old
-118.07,34.17,34.0,4062.0,597.0,1525.0,566.0,7.8588,454800.0,INLAND,7.176678445229682,0.14697193500738553,2.6943462897526502,Very High,Old
-118.07,34.17,36.0,2415.0,394.0,1215.0,413.0,5.5418,326100.0,INLAND,5.8474576271186445,0.16314699792960663,2.9418886198547214,High,Old
-118.07,34.17,35.0,2142.0,373.0,986.0,374.0,5.7051,326000.0,INLAND,5.7272727272727275,0.17413632119514472,2.6363636363636362,High,Old
-118.1,34.18,39.0,2321.0,336.0,880.0,339.0,7.7108,450000.0,INLAND,6.846607669616519,0.14476518741921585,2.5958702064896757,Very High,Very Old
-118.11,34.19,50.0,1430.0,186.0,620.0,201.0,9.532,483300.0,INLAND,7.114427860696518,0.13006993006993006,3.084577114427861,Very High,Very Old
-118.12,34.19,52.0,2405.0,299.0,970.0,319.0,8.7835,444100.0,INLAND,7.539184952978056,0.12432432432432433,3.040752351097179,Very High,Very Old
-118.11,34.2,36.0,4915.0,725.0,1897.0,700.0,6.827,359400.0,INLAND,7.021428571428571,0.14750762970498474,2.71,Very High,Old
-118.13,34.2,46.0,2676.0,427.0,1022.0,395.0,6.4288,295500.0,INLAND,6.774683544303797,0.15956651718983558,2.5873417721518988,Very High,Very Old
-118.13,34.19,48.0,2539.0,425.0,930.0,364.0,4.7269,303900.0,INLAND,6.975274725274725,0.16738873572272547,2.5549450549450547,High,Very Old
-118.13,34.21,36.0,1449.0,235.0,621.0,210.0,6.1824,274100.0,INLAND,6.9,0.1621808143547274,2.9571428571428573,Very High,Old
-118.13,34.2,45.0,1213.0,206.0,529.0,231.0,5.6629,234000.0,INLAND,5.251082251082251,0.16982687551525144,2.29004329004329,High,Very Old
-118.13,34.2,46.0,1271.0,236.0,573.0,210.0,4.9312,240200.0,INLAND,6.052380952380952,0.18568056648308418,2.7285714285714286,High,Very Old
-118.13,34.19,43.0,1621.0,365.0,1015.0,329.0,2.92,242200.0,INLAND,4.927051671732523,0.22516964836520667,3.0851063829787235,Low,Very Old
-118.14,34.19,45.0,3595.0,619.0,1686.0,607.0,4.73,201000.0,INLAND,5.922570016474465,0.1721835883171071,2.7775947281713345,High,Very Old
-118.14,34.2,39.0,2569.0,426.0,1282.0,432.0,5.0953,207400.0,INLAND,5.9467592592592595,0.16582327753989878,2.9675925925925926,High,Very Old
-118.15,34.2,37.0,1997.0,361.0,1037.0,363.0,3.7932,210300.0,INLAND,5.5013774104683195,0.18077115673510266,2.8567493112947657,Medium,Old
-118.15,34.2,52.0,1786.0,306.0,1018.0,322.0,4.1518,182100.0,INLAND,5.546583850931677,0.1713325867861142,3.1614906832298137,Medium,Very Old
-118.15,34.2,46.0,1505.0,261.0,857.0,269.0,4.5,184200.0,INLAND,5.594795539033457,0.173421926910299,3.1858736059479553,Medium,Very Old
-118.15,34.21,34.0,2765.0,515.0,1422.0,438.0,5.4727,238900.0,INLAND,6.312785388127854,0.18625678119349007,3.2465753424657535,High,Old
-118.15,34.19,48.0,1854.0,360.0,1126.0,382.0,3.2216,161600.0,<1H OCEAN,4.853403141361256,0.1941747572815534,2.9476439790575917,Medium,Very Old
-118.15,34.19,47.0,1717.0,314.0,868.0,295.0,3.6094,160700.0,<1H OCEAN,5.820338983050847,0.18287711124053582,2.942372881355932,Medium,Very Old
-118.16,34.19,40.0,1840.0,358.0,1218.0,347.0,4.25,177900.0,<1H OCEAN,5.302593659942363,0.19456521739130433,3.510086455331412,Medium,Very Old
-118.16,34.2,43.0,1810.0,343.0,988.0,307.0,3.8203,176000.0,<1H OCEAN,5.8957654723127035,0.18950276243093922,3.218241042345277,Medium,Very Old
-118.18,34.22,40.0,1983.0,298.0,853.0,271.0,5.9845,241700.0,<1H OCEAN,7.317343173431734,0.1502773575390822,3.1476014760147604,High,Very Old
-118.19,34.22,32.0,10626.0,1504.0,4353.0,1482.0,9.8413,500001.0,<1H OCEAN,7.17004048582996,0.14153961980048937,2.937246963562753,Very High,Old
-118.21,34.22,37.0,2260.0,322.0,941.0,303.0,8.3695,500001.0,<1H OCEAN,7.458745874587459,0.1424778761061947,3.1056105610561056,Very High,Old
-118.18,34.2,44.0,1473.0,250.0,668.0,239.0,8.72,415900.0,<1H OCEAN,6.163179916317992,0.1697216564833673,2.794979079497908,Very High,Very Old
-118.19,34.2,41.0,2031.0,294.0,859.0,302.0,7.419,483700.0,<1H OCEAN,6.725165562913907,0.1447562776957164,2.8443708609271523,Very High,Very Old
-118.19,34.21,41.0,1602.0,228.0,680.0,225.0,6.553,500001.0,<1H OCEAN,7.12,0.14232209737827714,3.022222222222222,Very High,Very Old
-118.2,34.21,40.0,1477.0,228.0,609.0,224.0,7.8375,500001.0,<1H OCEAN,6.59375,0.15436696005416384,2.71875,Very High,Very Old
-118.2,34.21,42.0,1493.0,237.0,665.0,224.0,6.7571,443900.0,<1H OCEAN,6.665178571428571,0.15874079035498995,2.96875,Very High,Very Old
-118.21,34.21,41.0,1676.0,263.0,757.0,255.0,4.7734,450800.0,<1H OCEAN,6.572549019607843,0.15692124105011934,2.9686274509803923,High,Very Old
-118.22,34.23,34.0,3296.0,483.0,1268.0,478.0,8.4802,500001.0,<1H OCEAN,6.895397489539749,0.14654126213592233,2.6527196652719667,Very High,Old
-118.21,34.22,39.0,3008.0,386.0,1240.0,370.0,9.2463,500001.0,<1H OCEAN,8.12972972972973,0.1283244680851064,3.3513513513513513,Very High,Very Old
-118.22,34.22,39.0,2686.0,417.0,1094.0,402.0,7.0059,500001.0,<1H OCEAN,6.681592039800995,0.1552494415487714,2.7213930348258706,Very High,Very Old
-118.23,34.22,37.0,1376.0,237.0,618.0,226.0,5.9771,431800.0,<1H OCEAN,6.088495575221239,0.17223837209302326,2.734513274336283,High,Old
-118.21,34.2,35.0,3646.0,552.0,1409.0,534.0,6.3794,500001.0,<1H OCEAN,6.8277153558052435,0.15139879319802524,2.6385767790262173,Very High,Old
-118.2,34.2,44.0,2890.0,438.0,1219.0,429.0,6.987,500001.0,<1H OCEAN,6.736596736596737,0.15155709342560553,2.8414918414918415,Very High,Very Old
-118.18,34.19,48.0,1371.0,,528.0,155.0,15.0001,500001.0,<1H OCEAN,8.845161290322581,,3.4064516129032256,Very High,Very Old
